"No DESIGNATION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"297682511","","DMS","/DMS/#PTO_non existante#/Intervention ok   passage de c cble en souterrain pto au salon vu avec le client /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$  Obtenu client  au  0642665613a   le 17/04 a   le client nous recontactera plus tard./ $APSP$*\$GM$ RV/ Obtenu client au 0642665613 le 18/04 rdv repris pour le 25/04 a partir de 10h $APAA$\/$GM$ CP  laisse  mevo  au 0642665613 le  25/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: LP-Localisation Point de Blocage#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/En partant du regard vers le garage  l'aiguille bloque a c  te du compteur   \$GM$ RV Obtenu client le 05/05 a 12h04 sur le 0642665613. Rdv repris pour le 08/05 a partir de 09h. $APSP$\"
"298534018","","DMS","/DMS/#PTO_non existante#/Technicien Nouri Hattab Type en Gaine 1fo Emplacement pto au Salon Pto-19.0 pmz-18.0 Ont Ok PT 1904 tube vert fibre blanche Pmz T3L12 Decharge J850668/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$  INTERVENTION EN COURS \$GM$ CP  laisse  mevo  au  0789685637 le  20/04 a 11h04 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: AV-Demande autorisation au voisinage#/Demande d'autorisation de passage de cable en apparent /DAE NA/Non eligible au DAE\$GM$RV// Obtenu client au 0789685637  le 20/04  a 13:45   RDV repris pour le 26/04 a partir de 10:00  $APHB$\$GM$ INTERVENTION EN COURS\$GM$ CP  laisse  mevo  au 06  le  25/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  #LITIGE: AV-Demande autorisation au voisinage#/Demande d'autorisation de passage de cable en apparent /DAE NA/Non eligible au DAE  le client n'a toujours pas pris l'autorisation de son syndic \$GM$ Obtenu clt le 03/05 repris rdv le 10/05 a partir de 10h $APIL$\"
"297459268","","","","",""
"297051994","","DMS","/DMS/#PTO_non existante#/Pose jarretiere pm+tirage 70m de c cble fibre en aerien+mutation PBO : PBO 998723 tube Rouge fibre jaune porte droite t te #1/C10 code d charge A660516+pose pto+test ok/DAE OK/","","\\Besoin d'un arreter de circulation pour effectuer le client  cordonnees gps du client erronee 47.667588 -3.069779 voici les bon cordonnees \$GM$ Rv\\Obtenu clt au 0685211808 le 19/04 repris rdv le 09/05 a  partir 10h00 $APEP$\"
"298477453","","RMF","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 26/04 clt doit recontacter son operateur $APIL$ $GM$ LO a reprendre Laisse MEVO au 29/03 a pour reprendre nouveau RDV $APle$","","\\$GM$ LO a reprendre Laisse MEVO au  29/03  a   pour reprendre nouveau RDV $APle$\$GM$  En cours de traitement $APBF$\"
"297070457","","DMS","/DMS/#PTO_non existante#/Tout Ok Installation immeuble Ok/DAE OK/","","\"
"298420314","","RMF","le 0799918146 non attribue pas d autre contact client vu avec orange $APSM$","","\"
"297052605","","TVC","Apres plusieurs relances pas de retour de la part du clt laisse mevo informent que doit contacter son operateur $APEP$ Tech:FIR-B-ANF FTTH SAFI Ouissam Litige: TC:travauxclient - $GM$ CP laisse mevo au 647253713 le 19/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ T","","\\$GM$ CP  laisse  mevo  au 647253713 le  19/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Trappe intermediaire introuvable \$GM$ Obtenu M. Robert au 0647253713 le 29/04 a 11h00   repris RDV le 06/05 entre 10h   14h / $APTE$\$GM$ CP  laisse  mevo  au 647253713 le  19/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Trappe intermediaire introuvable \\"
"297726071","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok/DAE OK/","","\"
"296856307","","DMS","/DMS/#PTO_non existante#/installation complete ok en aerien Passage c cble au desir du client Tout est ok Client satisfait /DAE OK/","","\"
"298531087","","DMS","/DMS/#PTO_non existante#/Passer jrt au pm Pose 7 portees c cble 1fo Pto /DAE OK/","","\\$GM$ LO Laisse MEVO le 18/04 pour reprendre nouveau RDV / $APSM$  Ja  essaie de contacter le client mais ja  arrive pas le joindre \$GM$ Obtenu M. olieriero au 0603181334  le 18/04 a 10h10   repris RDV le 28/04 entre 10h   14h / $APTE$\"
"298097783","","DMS","/DMS/#PTO_non existante#/Chemin de c cble plus pose PTO vue avec client adduction immeuble apparent /DAE OK/","","\\$GM$ Obtenu clt le 02/05 au 0684697350 repris rdv le 10/05 a partir de 10h $APIL$\"
"298976929","","DMS","/DMS/#PTO_non existante#/Passer jrt au pm Creation pto Pas d c  installation existant Pose kit 50 ext rieur en a rien  Pose pto /DAE JU/Tok","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"296145950","","DMS","/DMS/#PTO_non existante#/Pose 170 m c cbles Ariane + pos jrt au pmz + pos pto dans le salon a la demande du client activ internet tok /DAE OK/","","\"
"296147522","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 110m/DAE OK/","","\"
"299887786","","ORT","Decharge CK088LN/PAD//Adresse non corect adresse client GPS 48.456998   -1.828314 Pas de fibre dans la rue Decharge CK088LN/DAE NA/Non eligible au DAE","","\\Pas de passage de cable car je na  ai pas eu le temp. Rdv reporte a lundi 24 pour 8h. \/GEM/#LITIGE: AB-Client absent#/Le client ne repond pas au t ?  l ?  phone et n c ? ?est pas chez lui. Rdv report ?   au 28/04 pour 8h. /DAE NA/Non  ?  ligible au DAE\\"
"223087541","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto salon Tout est ok 1 poteau /DAE KO/Ok","","\"
"297264586","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en aerien ok pto pos au salon a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"298251969","","DMS","/DMS/#PTO_non existante#/Poser 150 metre de c cble en souterrain tout est ok chez le client /DAE OK/","","\\Rdv repris le 28 avril a 14h00\$gm$ lo Rdv reprise le mercredi le 3 a 9h\$GM$ LO rdv pris par ccoi le 06/05 a partir de 08h \"
"297651453","","","","",""
"296850002","","DMS","/DMS/#PTO_non existante#/installation complete ok en aerien Passage c cble au d sir du client Tout est ok Client satisfait /DAE OK/","","\"
"223463120","","TVC","$GM$ Laisser mevo le 08/05 pour reprise de rdv aupres de son OPT. $APMS$ HORS D LAI Laisse MEVO au 28/04 pour reprendre nouveau RDV des TVC fini $APle$ /GEM//Clien absent ne repon pas   le clien doit toujour faire son l elagage pour le passage du c cble","","\\$GM$ besoin de materiel\$ GM$ Laisse MEVO au  0613519814 .. le 14/04 a   pour reprendre nouveau RDV / $APSP$ Impossible de faire l'installation car il y a de l'elagage a faire impossible de faire passer le cable sur les poteaux\$GM$ TH Obtenu client le 19/04 a 15h57 sur le 0613519814. Rdv repris pour le 28/04 a partir de 10h. $APSP$\Laisse MEVO au  28/04  pour reprendre nouveau RDV des TVC fini $APle$  /GEM/#LITIGE: AB-Client absent#/Clien absent ne repon pas   le clien doit toujour faire son l'elagage pour le passage du c cble /DAE NA/Non   ligible au DAE\\"
"296728667","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ CP Obtenu cliente   le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis. Client va chercher raccord entre gaine rouge et gaine verte qui arriv","","\\$GM$ CP Obtenu cliente    le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis. Client va chercher raccord entre gaine rouge et gaine verte qui arrive au regard Rappel des que possible \$GM$$GM$ CP Obtenu cliente    le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis. Client va chercher raccord entre gaine rouge et gaine verte qui arrive au regard Rappel des que possible \\"
"299733995","","","","",""
"297831703","","","","",""
"297783012","","","","",""
"297705977","","DMS","/DMS/#PTO_non existante#/Intervention termine prise install dans le salon a la demande du client passage de c cble 80m en souterrain /DAE OK/","","\"
"296144324","","DMS","/DMS/#PTO_non existante#/Pose 50m de cable + pose pto Delc ok/DAE OK/","","\"
"223463126","","","","",""
"296506412","","DMS","/DMS/#PTO_non existante#/installation complete ok en aerien Passage c cble au d sir du client Brassage pm ok Tout est ok Client satisfait /DAE OK/","","\"
"296610288","","DMS","/DMS/#PTO_non existante#/passage c cble en souterrain pose prise pto brassage pm test ok /DAE OK/","","\\$GM$ clt obtenu pour reprise de rdv le 09/05 a partir de 13h\$GM$ clt obtenu le 05/05 pour reprise de rdv le 08/05 a partir de 10h    HA*\"
"296147526","","DMS","/DMS/#PTO_non existante#/Pavillon aero pose pto ont test OK installation conforme /DAE OK/ $XXXXXX@XXX.XX$","","\\$gm$obtenu client et technicien maxim rdv repris le 10/05 heure a confirmer avec client//\"
"296143768","","DMS","/DMS/#PTO_non existante#/Pose jrt au pm.pose pto.pose 10 m de c cble en fa ade.pose 3 porte de c cble a rien.delc ok avec ONT.photos crioc faites sur mobi/DAE OK/","","\"
"299349112","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeubles delc ok branchement de la jarretiere au pm installation conforme /DAE OK/","","\"
"296143886","","DMS","/DMS/#PTO_non existante#/Pose 20 m de c cble en interne.pose 4 porte de c cble a rien.delc ok avec ONT.photos crioc faites sur mobi/DAE OK/","","\"
"296839470","","DMS","/DMS/#PTO_non existante#/Passage de c cble aerien installation complete ok pose pto salon au choix du client brassage pm test ok /DAE OK/","","\"
"299551852","","DMS","/DMS/#PTO_non existante#/Installation terminee au soutirane 70 m de c cble pto dans le garage a la demande de client /DAE OK/","","\"
"299005193","","","","",""
"298535118","","DMS","Passage du cable en aerien ok pto pose a la demande du client ok","","\\ $GM$ LO  Laisse MEVO au 0768030798 le  21/04  a 16h36 pour reprendre nouveau RDV / $APAF$  #LITIGE: AB-Client absent#  CLIENT ABSENT ET INJOIGNABLE POUR UN RENDEZ-VOUS DERNIER APPEL PAR LA CA  15H57 \$GM$ Obtenu clt le 29/04 au  0768030798 repris rdv le 06/05 a partir de 10h $APIL$\$GM$ INTERVENTION EN COURS \"
"297894568","","RMF","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ LO Laisse mevo le 02/05 au 0612301562 pour reprise de rdv $APAN$ Le client n a pas de rendez-vous aujourd hui","","\\$GM$ RDV A REPRENDRE \$GM$ RDV A REPRENDRE \LO Laisse mevo le 02/05 au  0612301562  pour reprise de rdv $APAN$  Le client n'a pas de rendez-vous aujourd'hui\"
"297653184","","","","",""
"298196944","","","","",""
"296507717","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"299552909","","DMS","/DMS/#PTO_non existante#/Passage de c cble en apparent Photo inserer dans crioc /DAE JU/Mise a jour en cours","","\"
"298252154","","","","",""
"297619172","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Plp1 ok Decharge J855360/DAE OK/","","\"
"297447512","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 70 m ok /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$client injoignable msg laisse pour reprise  de rdv  AM\ $GM$ LO Un rdv a ete repris par le technicien pour le 08/05    a 8h $APAF$  Besoin de nacelle et de binome car il faut passer 2 portees de fibre + vu avec la cliente pour la reprise du rdv le 08/05/23 a 8h00\"
"296475882","","RMF","Apres plusieurs relances pas de retour de la part du clt laisse mevo informent que doit contacter son operateur $APEP$ Laisser message vocale sur contact client avec numero CA pour reprendre rdv Laisse mevo proposer samedi 06/05 ou lundi 08/05 $APIL$ RELANCE // ENVOY SMS LE 03/05 POUR REPRENDRE RDV $APMB$ RELANCE // E","","\\Laisser message vocale sur contact client avec numero CA pour reprendre rdv\"
"296504110","","DMS","/DMS/#PTO_non existante#/Pose jrtor a la PM 80m c cble fibre optique Pose pto delc ok /DAE OK/","","\"
"297070548","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Brassage au pm /DAE OK/","","\"
"296464884","","","","",""
"299887750","","DMS","/DMS/#PTO_non existante#/Aerien souterrain facade 1 poteaux 70m Delc ok /DAE OK/","","\\$GM$ Un rdv a ete repris par le technicien pour le 24/04 a partir de 13h00 $APSP$  Rendez-vous reprit pour lundi 24 a partir de 13h\Rdv repris avec le client pour mardi prochain /GEM/#LITIGE: AB-Client absent#/DAE NA/Non eligible au DAE\"
"298192707","","DMS","/DMS/#PTO_non existante#/Racc aerien 60m tout service ok pto installer au salon/DAE OK/","","\"
"296483964","","ANN","/ANN-CLI/Obtenu cliente au 0664427698 le 03/05 15h  cliente ne veut plus de la fibre  souhaite rester a l ADSL $APMJ$","repart en production : echec a tort de l'ETR : la pose des rhausses sur les appuis FT en D3 (entre le point de branchement et le client) est a la charge du partenaire","\$GM$ client injoignable  message laisse  rdv reporte au Mardi 31 Janvier au 0664427698  *ZC\$GM$ LO a reprendre Obtenu client au 06 le 01/02. RDV repris avec client pour le 07/02 a 15h. $APLE$\Un SMS a ete laisse sur le 07/02 a 18h30 pour reprendre un nouveau RDV apres la realisation des travaux client. $APBF$ /GEM/#LITIGE: EP-Elagage en domaine privatif#/ ?lagage propriet   priv  e voire photo pj/DAE NA/Non   ligible au DAE la cliente va reflechir pour l'elagage la recontacter dans 1 mois\$GM$ Obtenu client au  0664427698 a 17h37 le 08/02 pour reprise de rdv le 10/02 ap 14h00.$APSP$\\$GM$ CP Un rdv a ete repris par le technicien pour le 06/03 a partir de 8H $APAB$ Apres avoir avec le client il fera des travaux pour faciliter le passage du cable a la  interieur de la maison  La date a ete fixe le 06/03 a 08 :00 \$GM$ client injoignable  message laisse  le 21/02/2023 pour le RDV du 24/02/2023  K.E \\$GM$ Un rdv a ete repris par le tehcnicien pour le 06/03 ap 08h00. $APSM$  Apres avoir avec le client il fera des travaux pour faciliter le passage du cable a la  interieur de la maison  La date a ete fixe le 06/03 a 08 :00 \RDV repris par KYAKU\\"
"299568837","","DMS","Pb 425 tube rouge fibre verte Position droite slot/DMS/#PTO_non existante#/Pavillon en facade cable 1 fo 100 m test ont OK jrtor OK installation des equipements suite a la demande de client mutation pb 425 tube rouge fibre verte Position droite slot 3 F15  code decharge A654648/DAE OK/ Probleme crioc nationale vu avec","","\"
"296142168","","RMF","suite rdv loupe par tech  client ne veut pas prendre rdv","","\"
"296851337","","DMS","/DMS/#PTO_non existante#/Installation complete ok en aerien Passage c cble au d sir du client Tout est ok Client satisfait /DAE OK/","","\"
"299629632","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok/DAE OK/","","\\$GM$# LO rdv pris par ccoi le 27/04 entre 10h-12h $apaf$\"
"223449652","","","","",""
"299556156","","DMS","/DMS/#PTO_non existante#/Kit 50 en aerien pto dans le salon a la demande du client /DAE OK/","","\"
"296728610","","DMS","/DMS/#PTO_non existante#/Mutation Pb en 999293 en tube bleu fibre vert porte droite t te 1 E15 code decharge A660673 pose 120 metres de c cble plus pose pto delc ok/DAE OK/","","\$GM$ clt obtenu le 05/04/2023   il a deja pris un rdv avec orange pour le 18/04   \C-Necessit   de r  paration du GC#/Aiguille bloque en domaine public  envoyer   quipe gc/DAE NA/Non   ligible au DAE\$GM$ DOSTEC /ORT/#LITIGE: GC-Necessit   de r  paration du GC#/Aiguille bloque en domaine public  envoyer   quipe gc/DAE NA/Non   ligible au DAE\"
"297931552","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok /DAE OK/","","\"
"299349350","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMZ. PB 6213 tube vert tiret 1 fibre rouge au 4 me etg Bloc brassage T3 H01 Bloc op rateur T1 E05 D charge J839938 FI-2618-3323 Gaspard ne fonctionne pas./DAE OK/","","\"
"296310462","","","","",""
"296142286","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 1fo 50m 1 port /DAE OK/","","\\Rdv repris avec le client pour le 15/05/23 a 13 h\$GM$ TH Obtenu client le 05/05 a 16h27 sur le 0616788995. Rdv repris pour le 08/05 a partir de 14h. $APSP$\"
"298192757","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention aerienne CLEINT ok ont ok","","\"
"296851453","","DMS","/DMS/#PTO_non existante#/installation complete ok en aerien Passage c cble au d sir du client Tout est ok Client satisfait /DAE OK/","","\"
"298196961","","","","",""
"297892620","","DMS","/DMS/#PTO_non existante#/Farid ok 1fo 200m  AEROSOUTERRAIN  PTO posee dans le salon a la demande de client val pm-18 val pto-20 cqe ok /DAE OK/","","\\RDV repris avec le client pour le 06/05/2023 a 13 heures. \$GM$ LO RDV repris avec le client pour le 06/05/2023 a 13 heures. \"
"298192767","","DMS","/DMS/#PTO_non existante#/Poser 80 metres de cable en aerien tout est OK chez le client /DAE OK/ pb 999544 tube bleu fibre bleu pm porte droite tete 2 D20 Decharge A661326","","\"
"296147528","","DMS","/DMS/#PTO_non existante#/200 metre de c cble pose pto dlec ok/DAE OK/","","\"
"299187230","","TVC","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 26/04 clt doit recontacter son operateur $APIL$ $GM$ CP Envoye SMS au 06 le 28/03 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ Regard de clt introuvable clt est va voir avec son proprietaire et","","\\\$GM$ CP   Envoye SMS au 06  le 28/03 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Regard de clt introuvable clt est va voir avec son proprietaire et rappelle cst \$GM$$GM$ CP   Envoye SMS au 06  le 28/03 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Regard de clt introuvable clt est va voir avec son proprietaire et rappelle cst \\"
