"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"IQPFTH","298250981","22771447","","RMF","laisse mevo le 29/04 pour informer client de contacter le 3900 pour reprise de rdv dossier hors delais $APSM$ Manque de temps Appel effectue  laisse nr ca client va appeler pour nouveau rdv quand il aura la disponibilite","","\\$GM$ Obtenu client au 0656838937 le 21/04 12h40  pris RDV le 29/04 entre 10 et 14h $APMJ$\"
"IQPFTH","298522621","22838631","","","","",""
"IQPFTH","297894397","22704406","","DMS","/DMS/#PTO_non existante#/Passage du cable en fourreau de la pto jusqu au pbo/DAE OK/","","\"
"IQPFTH","298746819","22838686","","","","",""
"IQPFTH","297492655","22838697","","","","",""
"IQPFTH","298746823","22838706","","","","",""
"IQCFTH","299050877","22838764","","","","",""
"IQPFTH","299007456","22838768","","","","",""
"IQSFTH","299884443","22704529","","TVC","Pas de laissons entre le tableau electrique et le le colonel technique client vas voir avec le proprietaire et rappelera le service pour reprendre un rdv","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ AB Un rdv a ete repris par le technicien pour le 10/04 a partir de  14H $APAB$  /GEM/#LITIGE: AB-Client absent#/Le client n c ? ?etait pas pr ?  sent car il pensait que le rendez-vous  ?  tait pour le 10/04. J c ? ?ai donc report ?   le rdv au 10/04 pour 14h. /DAE NA/Non  ?  ligible au DAE\$GM$ AB Un rdv a ete repris par le technicien pour le 11/04 a partir de  14H $APAB$  /GEM/#LITIGE: AB-Client absent#/Le client n c ? ?etait pas pr ?  sent car il pensait que le rendez-vous  ?  tait pour le 11/04. J c ? ?ai donc report ?   le rdv au 11/04 pour 14h. /DAE NA/Non  ?  ligible au DAE\$GM$ Un rdv a ete repris par le technicien pour le 13/04 a partir de 12h00 $APSP$  A remettre sur ma grille demain. GTC est injoignable. Besoin numero decharge. \ A remettre sur ma grille demain. GTC est injoignable. Besoin numero decharge. \$GM$ a traiter\$GM4 AB  Laisse MEVO le 26/04 pour reprendre nouveau RDV / $APSM$/GEM/#LITIGE: AB-Client absent#/La cliente n c ? ?etait pas au courant qu c ? ?elle avait rdv aujourd c ? ?hui et n c ? ? ?  tait donc pas chez elle.  Rdv report ?   au 18/04 pour 15h. /DAE NA/Non  ?  ligible au DAE\$GM$ RELANCE // Obtenu clt le 27/04 au  0749421353 repris rdv le 03/05 a partir de 14h $APIL$\\"
"IQCFTH","296619116","22838822","","","","",""
"IQPFTH","296614327","22838824","","","","",""
"IQPFTH","223087390","22771731","","DMS","/DMS/#PTO_non existante#/Racc aerien 3 port tout service ok pto installer au salon/DAE OK/","","\"
"IQPFTH","298255112","22838872","","","","",""
"IQPFTH","299009514","22838880","","","","",""
"IQCFTH","299193586","22838959","","","","",""
"IQSFTH","297249792","22704717","","DMS","/DMS/#PTO_non existante#/Pto pose a la demande du client ok Passage du c cble dans un fourreau ok Ont ok mireille.gueganton@gmail.com/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ AB Un rdv a ete repris par le technicien pour le 15/04 a partir de 8H $APAB$  /GEM/#LITIGE: AB-Client absent#/Rendez-vous repris avec le client le 15 /04 /2023 a la premiere heure /DAE NA/Non eligible au DAE\$GM$ LO Rendez vous repris avec le client pour le 26/04 a 8:00.\$GM$  IMPORTANT /////  RDV REPRIS AVEC LE CLIENT POUR LE 03/05 //// Merci de garder ce dossier sur notre agence \"
"IQPFTH","296418670","22838981","","","","",""
"IQCFTH","223288575","22771854","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeubles delc ok branchement de la jarretiere au pm installation conforme /DAE OK/","","\\$GM$ CP /GEM/#LITIGE: IC-Installation inaccessible cause client#/Pas d'acces pm. Numero de la CA fourni au client. Il reprendra contact d  s qu'il aura contact   son syndic./DAE NA/Non   ligible au DAE\$GM$ RV Obtenu client le 24/04 a 16h11 sur le  0616928233 . Rdv repris pour le 27/04 a partir de 10h. $APSP$\"
"IQPFTH","297581431","22771863","","DMS","/DMS/#PTO_non existante#/Installation ok Passage de c cble souterrain ok /DAE OK/","","\"
"IQPFTH","296149123","22771865","","DMS","/DMS/#PTO_non existante#/Pavillons souterrain 100m 1fo pose pto /DAE OK/","","\"
"IQCFTH","297651101","22838997","","","","",""
"IQPFTH","296611580","22839018","","","","",""
"IQPFTH","297310464","22704765","","TVC","Obtenu clt au 0676053602 le 02/05    le clt informe que les tvs n ont pas encore ete realisees clt doit recontacter son operateur $APAN$ $GM$ CP laisse mevo au 0676053602 le 21/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ /ANN/#LITIGE: AO - Offre ne convient pas a","","\\$GM$ CP  laisse  mevo  au 0676053602 le  21/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /ANN/#LITIGE: AO - Offre ne convient pas au client#/Le client a annule son rdv car il n'a pas encore fait les travaux n  cessaires. /DAE NA/Non   ligible au DAE\\"
"IQPFTH","296612429","22839032","","","","",""
"IQPFTH","223373024","22771948","","DMS","/DMS/#PTO_non existante#/Raccordement souterrain chambre valide ok /DAE KO/0","","\"
"IQLFTH","297894553","22704887","","DMS","/DMS/#PTO_non existante#/Pose jarretiere pm+ passe 25 m fibre immeuble + pose PTO + test ok $XXXXXX@XXX.XX$/DAE OK/","","\\$GM$ LO Dossier reporte par le client le 29/04 a 13h\"
"IQPFTH","297491375","22839149","","","","",""
"IQPFTH","223373025","22772025","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok passage de c cble souterrain ok /DAE OK/","","\"
"IQPFTH","299557649","22772059","","DMS","Raccordement souterrain chambre valide ok tt fonctionne chez le client test ok","","\\$GM$ CP /GEM/#LITIGE: DR-Probleme de Regard#/Le regard qui est cache chez le client  le client a pr  cis   qu'il va essayer de retrouver le regard./DAE NA/Non   ligible au DAE\$GM$ Obtenu client au 0675566304 le 21/04 rdv repris pour le 02/05 a partir de 14h $APAA$\/GEM/#LITIGE: AB-Client absent#/Le client me dit qu'il a rendez-vous le 2 mai a 14h/DAE NA/Non eligible au DAE\"
"IQPFTH","296948841","22704967","","ANN","/ANN-CLI//ANN//Commande annulee raccordement r ? alis ?   test ko car il a unr annulation commerciale  client va relanc ? une autre commande /DAE NA/Non ? ligible au DAE","Merci de cleturer le rendez vous du client car il a annulsa commande   ","\\$GM$ CP  laisse  mevo  au 0687056084  le  20/04 a 16H36 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: DR-Probleme de Regard#/Le client verra avec son proprietaire afin de retrouver le regard en domaine priv   et recontactera Orange a l'issue des travaux /DAE NA/Non   ligible au DAE\$GM$Obtenu clt le 05/05 au 0760764554  repris rdv le 06/05 a partir de 10h $APAN$ \\"
"IQPFTH","297084964","22772097","","ORT","Le proprietaire refuse le passage du cable en aerien sur sa facade car il a 4 logement a deservire en fibre mais le proprietaire ne veux pas+d un cable sur sa facade il veut que un PB soit mis dans son immeuble en partit commune se qui ferait un seul cable en facade comme le proprietaire voudrai","","\\"
"IQPFTH","297894119","22704974","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APBF$ $GM$ CP Mail ca pour explications travaux Le client doit passer gain de la arrivee telephonique jusqua a la trappe","","\\$GM$ CP Mail ca pour explications travaux Le client doit passer gain de la  arrivee telephonique jusqua  a la trappe\\"
"IQPFTH","299708203","22772104","","RMF","Apres plusieurs relances pas de retour client doit recontacter son OPT","","\\$GM$client injoignable msg laisse pour reprise de rdv  AM\$GM$client injoignable msg laisse pour reprise de rdv  AM\$GM$( messagerie direct ) client injoignable msg laisse pour reprise de rdv  AM\$GM$client injoignable msg laisse pour reprise de rdv  AM \"
"IQPFTH","299171030","22772109","","DMS","/DMS/#PTO_non existante#/Livrer une pto dms delc ok crioc ko mobi en panne /DAE OK/","","\\$GM$ en intervention \Le client souhaite reporter son rendez-vous pour mardi 2 a 11h car il m'annonce qu'il sera disponible que de 8h a 9h30 sauf que c'est pas assez\"
"IQPFTH","296949001","22839252","","","","",""
"IQPFTH","296613486","22839270","","","","",""
"IQPFTH","299880972","22705057","","DMS","/DMS/#PTO_non existante#/Installation conforme passage de c cbles en souterrain tout est fonctionnel chez le client /DAE OK/","","\"
"IQSFTH","299145720","22839324","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"IQPFTH","298674583","22772207","","TVC","Suite rappelle client et relance orange le client annule l intervention pour le moment $APTE$","","\\/GEM/#LITIGE: DR-Probleme de Regard#/Regard enterre le client va faire le n  cessaire et contactera orange pour reprendre un nouveau rendez-vous /DAE NA/Non   ligible au DAE\\"
"IQSFTH","223468862","22839339","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"IQPFTH","297891548","22705083","","DMS","/DMS/#PTO_non existante#/Raccordement complet effectue en aerien le client a la prise optique ou il le souhaite rien a signaler tout est OK pm-18 pto-19 /DAE OK/","","\$GM$ LO Laisse mevo le 05/04 au  0663318931  pour reprise de rdv $APIL$\$GM$ Obtenu M. Le Deore au 0663318931 le 05/04 a 10h42   repris RDV le 19/04 entre 14h   17h / $APTE$\$GM$client injoignable msg laisse pour reprise de rdv  AM\$GM$client injoignable msg laisse pour reprise de rdv  AM\$GM$ LO Rdv rpr avec le client vendredi 28/4 a partir de 13:30 \$GM$ RV  Un rdv a ete repris par le technicien pour le 05/05 a 13H30 $APSM$  /GEM/#LITIGE: AB-Client absent#/Client injoignable /DAE NA/Non eligible au DAE\$GM$client injoignable msg laisse pour reprise de rdv  AM \$GM$rdv repris le 11 mai a 14h  A FAIRE EN PRIORITE \"
"IQPFTH","298194004","22772266","","DMS","/DMS/#PTO_non existante#/Pose 20m fo pose pto test ok livebox ok /DAE OK/","","\"
"IQCFTH","298250296","22772269","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/$XXXXXX@XXX.XX$ Poser jrt au pm. Delc ok/DAE OK/","","\"
"IQPFTH","297668267","22839398","","","","",""
"IQPFTH","297752069","22839400","","","","",""
"IQPFTH","299210370","22772277","","DMS","/DMS/#PTO_non existante#/Intervention ok en aerien pause de la pto dans le salon a la demande du client brassage la pm ok /DAE OK/","","\"
"IQPFTH","298936447","22772294","","DMS","/DMS/#PTO_non existante#/Racc aerien tout service ok pto installer au salon client satisfait /DAE OK/","","\"
"IQPFTH","298201543","22705166","","DMS","/DMS/#PTO_non existante#/Pose jrtr au pm Pose 150m de c cble aerea Pose kit 30 Dlc ok /DAE OK/","","\\$GM$ TH Besoin de nacelle cable le cilent passe sur un poteau rdv reprise vendredi le 14 a 8h\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  Tvc car gaine interieur bouche impossible de passer la fibre client va faire le necessaire et reprendre rdv laisser numero ca constructel plus poser 100m fo de PB jusqu'a l'arrivee \$GM$ suite rappel client ce jour le 04/05 a 11h08 prise de rdv le 08/05 en marge matin a partir de 14h30\"
"IQPFTH","297581548","22772297","","DMS","/DMS/#PTO_non existante#/Raccordement complet effectue en a rien le client a la prise optique o il le souhaite rien signaler tout est OK pm-18 pto-19 /DAE OK/","","\"
"IQPFTH","223373121","22772306","","DMS","Installation facade complexe pto pose dans le tableau electrique tout fonctionne chez le client Tube violet fibre verte.pmtete3d09.a658297","","\\/GEM/#LITIGE: MC-Besoin nacelle#/Facade tres haute besoin nacelle /DAE NA/Non eligible au DAE\$GM$rdv repris avec le client pour le 2 mai a 8h\$GM$ clt obtenu pour reprise de rdv le 05/05 a partir de 08h \$GM$ rdv repris pour le 4/05 a 16h eu client au tel\"
"IQPFTH","297085648","22772309","","DMS","/DMS/#PTO_non existante#/DAE OK/. Prod en aerien 95m ok. Pto salon vu avec client. Tout est fonctionnel","","\\$GM$ LO / rdv pris par ccoi le 10/05 a 09h $apaf$\"
"IQSFTH","299142783","22772311","","DMS","/DMS/#PTO_non existante#/Pose PTO ok Mise en service OK Decharge J740133/DAE OK/","15/04/2023#ContactClient#PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","297136694","22772319","","RMC","laisse mevo le 08/05 pour informer client de contacter le 3900 pour reprise de rdv dossier hors delais $APSM$ /GEM//Je appele le client pour lui informer de mon arriv e il m a dit qu il est pas disponible et il va appeler le 3900 pour un autre rdv /DAE NA/Non ligible au DAE","","\\$GM$ CP Laisse mevo le 27/04  pour reprendre nouveau RDV des TVC fini  $APSM$ /GEM/#LITIGE: DR-Probleme de Regard#-#LITIGE: DR-Probleme de Regard#-/Le regard intermediaire se trouve pas  le client doit trouver la trappe intermediaire a l'interieur /DAE NA/Non eligible au DAE\$GM$  Obtenu client  au 06a   le 04/05 a   repris RDV le 08/05 de a partir de 08h / $APSP$*\"
"IQCFTH","298637218","22839451","","","","",""
"IQPFTH","297497363","22839455","","","","",""
"IQPFTH","297498565","22839466","","","","",""
"IQSFTH","299222139","22705210","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Reprise pto sur mobi ok mise en service ok /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQSFTH","296612105","22839477","","","","",""
"IQPFTH","299149659","22839486","","","","",""
"IQPFTH","298095254","22772362","","DMS","/DMS/#PTO_non existante#/Intervention termine prise installe dans le salon a la demande du client passage de cable 120 m en souterrain /DAE OK/","","\"
"IQPFTH","296464516","22839526","","","","",""
"IQPFTH","296947882","22705272","","DMS","/DMS/#PTO_non existante#/300 metre de cable Fo prise optique dans le bureau delc ok /DAE KO/Ok","","\\$GM$ CP  laisse  mevo  au 0699625589  le  06/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Client doit retrouver regard en limite de propriete. Pour passer cable fibre\$GM$ Obtenu Mme Verdier au 0699625589 le 05/05 a 11h45   repris RDV le 08/05 entre 10h   14h / $APTE$\"
"IQPFTH","296464758","22839531","","","","",""
"IQPFTH","299659725","22705274","","RMF","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 28/04 clt doit recontacter son operateur $APIL$ $GM$ LO Laisse MEVO au 0681827222 le 22/04 a 15h19 pour reprendre nouveau RDV / $APAF$","","\\$GM$ LO  Laisse MEVO au  0681827222 le  22/04  a 15h19 pour reprendre nouveau RDV / $APAF$ \"
"IQSFTH","299140127","22772420","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pavillon plp Delc ok PB 277 tube blanc fibre vert NV 20230429123806-0 FI 35196-0005 PM porte droite slot4D3 /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ LO Laisse mevo le 22/04 a 09h56 sur le 0625505963 pour reprise de rdv. $APSP$\$GM$ RV// Obtenu client au 0299049202  le 26/04  a 16:48. RDV repris pour le 05/05 a partir de 14:00$APHB$\$GM$ Obtenu clt le 28/04 au 0625505963  anticipe rdv au 29/04 a partir de 10h $APIL$\"
"IQPFTH","297613753","22705295","","DMS","/DMS/#PTO_non existante#/Raccordement aerien 140m ok box ras/DAE OK/","","\"
"IQPFTH","299563453","22705326","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ Obtenu cliente le 31/03 au 0674331320 . Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSP$ /GEM//Le client m","","\\Obtenu cliente le 31/03 au  0674331320 . Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSP$ /GEM/#LITIGE: DR-Probleme de Regard#/Le client ma pas donne de rdv il ne c pas quand il va faire le necessaire.. Il apellera orange quand sa sera fait  /DAE NA/Non   \$GM$Obtenu cliente le 31/03 au  0674331320 . Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSP$ /GEM/#LITIGE: DR-Probleme de Regard#/Le client ma pas donne de rdv il ne c pas quand il va faire le necessaire.. Il apellera orange quand sa sera fait  /DAE NA/No\\"
"IQPFTH","298194029","22772462","","DMS","/DMS/#PTO_non existante#/Pose 50m fo pose pto test ok livebox ok plus pose fibre sur fa ade avec nacelle photos sur crioc $XXXXXX@XXX.XX$/DAE OK/","","\"
"IQSFTH","298254883","22839601","","","","",""
"IQPFTH","299180639","22705344","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ Pas possible d intervenir chez le clients car il y a dans le jardin des palettes du foin des branches d arbres une remorque impossible","Merci de cleturer le rendez vous du client car il a annulsa commande   ","\\$GM$ LO Laisse MEVO le 30/03 pour reprendre nouveau RDV / $APSM$\$GM$ Suite rappel client ce jour le 30/03 a 10h35 prise de rdv le 01/04 en marge matin  a partir de 10h NE PAS LOUPER CLIENT PRO\$GM$ CP  Obtenu clt le 03/04  a   rdv repris pour le 05/04  a partir de 10h $APAB$ ELAGAGE NECESSAIRE DANS LE DOMAINE PRIVATIVE \$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  Pas possible d'intervenir chez le clients car il y a dans le jardin des palettes du foin des branches d'arbres une remorque impossible d'intervenir a l'echelle ni a la nacelle en plus de ca un peu d'elagage a faire le long du mur faut reprendre rendez-\$GM$ot en cours\\"
